,Zinb_1,Zinb_2,Zinb_3,Zinb_4,Zinb_5,Zinb_6,Zinb_7,Zinb_8,Zinb_9,Zinb_10,Zinb_11,Zinb_12,Zinb_13,Zinb_14,Zinb_15,Zinb_16,Zinb_17,Zinb_18,Zinb_19,Zinb_20,Zinb_21,Zinb_22,Zinb_23,Zinb_24,Zinb_25,Zinb_26,Zinb_27,Zinb_28,Zinb_29,Zinb_30,Zinb_31,Zinb_32
mouse1_lib1.final_cell_0085,0.0,0.0,0.0,7.2371955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2566085,0.0,0.0,0.0,0.0,0.0,3.707166,2.5182192,0.16005091,2.3961763,8.675562,3.4665754,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0086,0.20661274,0.0,0.0,0.0,1.8771507,0.0,1.6556249,0.0,0.0,2.5209675,0.0,0.0,3.029153,0.0,0.14934352,1.8531364,0.0,0.0,0.0,0.0,3.1812499,1.0852854,0.0,1.3144039,0.0,0.0,0.0,1.7237602,0.0,0.0,2.846781,0.0
mouse1_lib1.final_cell_0087,0.0,0.0,0.0,6.5609703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24287,0.0,0.0,0.0,0.0,0.0,3.7142634,2.6101243,0.27835244,2.2061107,7.542769,3.1335328,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0088,0.0,0.0,0.0,8.122319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7919493,0.0,0.0,0.0,0.0,0.0,3.5834796,3.1905804,0.81856066,2.9939215,9.035929,3.209893,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0089,0.5893755,0.0,0.0,0.0,2.248812,0.0,1.7643728,0.0,0.0,3.077267,0.0,0.0,2.829087,0.0,0.4744919,1.7293266,0.0,0.0,0.0,0.0,3.3577714,0.25804573,0.0,1.4259279,0.0,0.0,0.0,1.7977104,0.0,0.0,2.0507104,0.0
mouse1_lib1.final_cell_0090,0.0,0.0,0.0,6.686512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1358097,0.0,0.0,0.0,0.0,0.0,2.5568848,2.723455,0.73236364,2.3401718,7.6762857,2.6179192,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0091,0.13894564,0.0,0.0,0.0,1.5869844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6655172,0.0,1.7974894,1.8551999,0.0,3.9204404,0.8690286,3.6661713,0.0,0.0,0.0,3.6421726,0.0,0.0,0.0,1.1977062,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.931158,0.0,0.0,0.0,0.0,0.0,0.0,24.928473,0.0,0.0,0.0,0.0,0.0,0.0,12.976736
mouse1_lib1.final_cell_0093,0.17353481,0.0,0.0,0.0,2.2163649,0.0,1.6389245,0.0,0.0,3.164907,0.0,0.0,2.7867405,0.0,0.09056452,1.4531475,0.0,0.0,0.0,0.0,2.7417245,0.68841153,0.0,1.3925709,0.0,0.0,0.0,2.069762,0.0,0.0,1.7408419,0.0
mouse1_lib1.final_cell_0094,0.63833684,0.0,0.0,0.0,2.3709636,0.0,1.9115472,0.0,0.0,2.446813,0.0,0.0,2.9436948,0.0,0.2587571,2.0633616,0.0,0.0,0.0,0.0,3.2146587,1.0375234,0.0,1.2692956,0.0,0.0,0.0,1.7119173,0.0,0.0,2.942271,0.0
mouse1_lib1.final_cell_0095,0.0,0.0,0.0,8.214665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9037752,0.0,0.0,0.0,0.0,0.0,3.4933026,3.4321592,0.6365897,2.784077,9.158041,3.588149,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0096,0.18220949,0.0,0.0,0.0,2.081797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6763582,0.0,1.7162741,1.9331071,0.0,3.469059,0.79953474,3.4423666,0.0,0.0,0.0,3.6087644,0.0,0.0,0.0,1.324655,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0097,0.22788689,0.0,0.0,0.0,1.9515586,0.0,1.4208009,0.0,0.0,2.4596226,0.0,0.0,2.2559829,0.0,0.3839096,1.585552,0.0,0.0,0.0,0.0,2.7455404,0.12302262,0.0,1.1662909,0.0,0.0,0.0,1.7327937,0.0,0.0,1.6458921,0.0
mouse1_lib1.final_cell_0098,0.0,0.0,0.0,7.6458225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7685356,0.0,0.0,0.0,0.0,0.0,2.870452,3.3600433,1.0599816,2.5425344,8.52668,2.9705763,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0099,0.0,0.0,0.0,7.442688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6143215,0.0,0.0,0.0,0.0,0.0,3.611304,2.9071777,0.5360431,2.5097315,8.425853,3.206965,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0100,0.0,0.0,0.0,0.0,0.0,11.883264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.076702,0.0,0.0,0.0,0.0,0.0,0.0,4.2054834
mouse1_lib1.final_cell_0101,0.22239727,0.0,0.0,0.12700883,2.2239869,0.0,1.9431975,0.0,0.0,3.1999035,0.0,0.0,3.3131492,0.0,0.3242217,2.0322235,0.0,0.0,0.0,0.0,3.0195062,0.6449706,0.0,1.5649023,0.0,0.0,0.0,1.7495247,0.0,0.0,2.21738,0.0
mouse1_lib1.final_cell_0102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.796535,0.0,0.0,0.0,0.0,0.0,0.0,26.456633,0.0,0.0,0.0,0.0,0.0,0.0,14.044091
mouse1_lib1.final_cell_0103,0.0,0.0,0.0,0.0,1.3684634,0.0,1.2406863,0.0,0.0,3.0356643,0.0,0.0,2.7355208,0.0,0.30110422,1.5886606,0.0,0.0,0.0,0.21498857,1.8546966,0.4714432,0.086158365,1.5946199,0.0,0.0,0.0,2.5637364,0.0,0.0,1.0573618,0.0
mouse1_lib1.final_cell_0104,0.0,0.0,0.0,6.703578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0518725,0.0,0.0,0.1202535,0.0,0.0,3.2750943,1.8805526,0.0,2.9077806,8.959551,4.1348515,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0105,4.173669,0.0,0.0,0.0,4.9326773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.938623,0.0,0.0,2.8552363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0735683,0.0,0.0,3.7645943,0.0,0.0,0.38431367,2.690509
mouse1_lib1.final_cell_0106,0.54321253,0.0,0.0,0.0,2.4756093,0.0,1.8379999,0.0,0.0,2.9442687,0.0,0.0,3.1422472,0.0,0.0,1.9890743,0.0,0.0,0.0,0.0,2.9811788,0.50092375,0.0,1.3719659,0.0,0.0,0.0,1.8867829,0.0,0.0,2.2181604,0.0
mouse1_lib1.final_cell_0107,4.062579,0.0,0.0,0.0,4.9131136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.153343,0.0,0.0,4.189134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4527442,0.0,0.0,4.7749047,0.0,0.0,1.1928861,2.8725555
mouse1_lib1.final_cell_0108,0.110861,0.0,0.0,0.0,2.4709294,0.0,1.9872887,0.0,0.0,3.2771075,0.0,0.0,3.2389731,0.0,0.0,1.7832756,0.0,0.0,0.0,0.0,3.5104973,0.50453806,0.0,1.3951247,0.0,0.0,0.0,1.9255021,0.0,0.0,2.290745,0.0
mouse1_lib1.final_cell_0109,0.22938344,0.0,0.0,0.0,2.0077574,0.0,1.4766752,0.0,0.0,2.8248317,0.0,0.0,2.81805,0.0,0.28937978,1.6532989,0.0,0.0,0.0,0.0,2.7821512,0.5445561,0.0,1.1258398,0.0,0.0,0.0,1.9275863,0.0,0.0,1.8785734,0.0
mouse1_lib1.final_cell_0110,2.3251383,0.0,0.0,0.0,0.40966392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.692015,0.0,0.0,1.6167456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.335933,0.0,0.0,0.11822195,0.0,0.0,0.0,6.3388586
mouse1_lib1.final_cell_0111,0.0,0.0,0.0,5.948311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4586406,0.42266747,0.0,1.3216019,0.0,0.0,1.4512258,3.635244,0.0,0.53650916,5.620361,1.0300475,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.258083,0.0,0.0,0.0,0.0,0.0,4.192766,0.0,0.0,0.0,0.0,0.0,2.642068,0.0,0.0,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0113,0.51993185,0.0,0.0,0.0,2.3525252,0.0,2.056797,0.0,0.0,3.0627244,0.0,0.0,3.4736154,0.0,0.067095265,2.1198165,0.0,0.0,0.0,0.0,3.552238,1.0244998,0.0,1.407113,0.0,0.0,0.0,1.7095816,0.0,0.0,3.0742867,0.0
mouse1_lib1.final_cell_0114,0.0,0.0,0.0,0.0,2.048388,0.0,1.676687,0.0,0.0,2.7284303,0.0,0.0,2.8866575,0.0,0.36254498,1.487854,0.0,0.06375715,0.0,0.0,2.2599986,0.0,0.0,1.280567,0.0,0.0,0.0,1.9696133,0.0,0.0,1.2990896,0.0
mouse1_lib1.final_cell_0115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.861169,0.0,0.0,0.0,0.0,0.0,0.0,25.7204,0.0,0.0,0.0,0.0,0.0,0.0,13.638391
mouse1_lib1.final_cell_0116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.890399,0.0,0.0,0.0,0.0,0.0,4.561861,0.0,0.0,0.0,0.0,0.0,3.189155,0.0,0.0,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0117,0.0,0.0,0.0,0.0,2.0973856,0.0,1.7883872,0.0,0.0,3.474574,0.0,0.0,3.025534,0.0,0.0,2.148601,0.0,0.0,0.0,0.0,2.9732826,0.94395906,0.0,1.3093653,0.0,0.0,0.0,2.2138011,0.0,0.0,2.0451064,0.0
mouse1_lib1.final_cell_0118,0.42846194,0.0,0.0,0.0,2.0953393,0.0,1.6128004,0.0,0.0,2.595918,0.0,0.0,2.8364327,0.0,0.6885111,1.8908322,0.0,0.0,0.0,0.0,2.5376446,0.17481653,0.0,1.6078011,0.0,0.0,0.0,1.8826612,0.0,0.0,1.8705603,0.0
mouse1_lib1.final_cell_0119,0.6379221,0.0,0.0,0.0,2.1655393,0.0,2.0777845,0.0,0.0,3.195893,0.0,0.0,3.4245312,0.0,0.0,1.9183494,0.0,0.0,0.0,0.0,3.1145883,1.0176427,0.0,1.3613105,0.0,0.0,0.0,1.9064032,0.0,0.0,2.5179403,0.0
mouse1_lib1.final_cell_0120,2.6846867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.844696,0.0,0.0,1.8129613,0.06475572,0.0,0.0,0.0,0.0,0.0,0.0,11.869483,0.0,0.0,0.0,0.0,0.0,0.0,7.447858
mouse1_lib1.final_cell_0121,0.5235644,0.0,0.0,0.0,2.1466134,0.0,1.7407849,0.0,0.0,2.7375946,0.0,0.0,3.4048448,0.0,0.30707696,2.0179353,0.0,0.0,0.0,0.0,3.2566288,1.3520546,0.0,1.2919074,0.0,0.0,0.0,1.9382485,0.0,0.0,2.9769032,0.0
mouse1_lib1.final_cell_0122,0.0,0.0,0.0,0.0,1.916871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4921696,0.0,1.9446746,1.7714311,0.0,3.533976,0.7691363,3.3764248,0.0,0.0,0.0,3.4986885,0.0,0.0,0.0,1.1283705,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0123,0.19864559,0.0,0.0,0.06869586,2.1740985,0.0,2.1182134,0.0,0.0,2.7298625,0.0,0.0,3.3946643,0.0,0.013337294,2.1559792,0.0,0.0,0.0,0.0,3.345041,1.2670648,0.0,1.4768772,0.0,0.0,0.0,1.6252747,0.0,0.0,2.9516375,0.0
mouse1_lib1.final_cell_0124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.804459,0.0,0.0,0.0,0.0,0.0,4.3565,0.0,0.0,0.0,0.0,0.0,2.8435738,0.0,0.0,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0125,0.78803605,0.0,0.0,0.0,2.5645201,0.0,1.9811201,0.0,0.0,3.4687302,0.0,0.0,3.340517,0.0,0.00916601,1.8056878,0.0,0.0,0.0,0.0,3.5653632,0.72864985,0.0,1.6861677,0.0,0.0,0.0,2.1702123,0.0,0.0,2.4624376,0.0
mouse1_lib1.final_cell_0126,4.0553603,0.0,0.0,0.0,5.2551823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.031021,0.0,0.0,4.371933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5729158,0.0,0.0,5.094819,0.0,0.0,1.824902,2.7087123
mouse1_lib1.final_cell_0127,0.0,0.0,0.0,7.2098207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.510693,0.0,0.0,0.0,0.0,0.0,3.4782522,2.7881715,0.7908462,2.6072521,8.663993,3.1186862,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0128,0.10165828,0.0,0.0,0.0,1.4040992,0.0,1.1288024,0.0,0.0,2.2683437,0.0,0.03740464,2.1146057,0.0,0.55025595,1.1802273,0.0,0.0,0.0,0.0,1.6259296,0.090067506,0.0,1.4759892,0.0,0.0,0.0,1.8585153,0.09127268,0.0,0.54319507,0.0
mouse1_lib1.final_cell_0129,0.49768332,0.0,0.0,0.0,2.005605,0.0,1.8027819,0.0,0.0,3.2815683,0.0,0.0,3.5250726,0.0,0.61264485,2.0553045,0.0,0.0,0.0,0.0,2.4584053,0.9512321,0.0,1.4861448,0.0,0.0,0.0,2.376396,0.0,0.0,2.0234032,0.0
mouse1_lib1.final_cell_0130,0.15991664,0.0,0.0,0.0,2.1041274,0.0,1.7342418,0.0,0.0,3.2115283,0.0,0.0,2.8085983,0.0,0.2560762,1.6771342,0.0,0.0,0.0,0.0,3.3518853,0.0872463,0.0,1.4955924,0.0,0.0,0.0,1.9875194,0.0,0.0,2.4452546,0.0
mouse1_lib1.final_cell_0131,0.0,0.0,0.0,0.0,2.2318733,0.0,1.7466148,0.0,0.0,3.1483152,0.0,0.0,2.7569733,0.0,0.22666562,1.8034568,0.0,0.0,0.0,0.0,3.065831,0.22383776,0.0,1.4652739,0.0,0.0,0.0,1.7196174,0.0,0.0,1.943105,0.0
mouse1_lib1.final_cell_0132,0.1508967,0.0,0.0,0.0,1.8656421,0.0,1.774197,0.0,0.0,2.9515755,0.0,0.0,2.6173449,0.0,0.46785814,1.8389257,0.0,0.0,0.0,0.0,2.6954026,0.40253583,0.0,1.1808078,0.0,0.0,0.0,1.7095845,0.0,0.0,1.6553481,0.0
mouse1_lib1.final_cell_0133,0.0,0.0,0.0,6.352314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6375668,0.0,0.0,0.0,0.0,0.0,3.3530924,2.7038815,0.0,2.8592246,8.681844,4.328398,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0134,0.0,0.0,0.0,0.0,2.7375014,0.0,2.14341,0.0,0.0,2.8534389,0.0,0.0,3.29494,0.0,0.0,2.1203058,0.0,0.0,0.0,0.0,3.77313,1.0532101,0.0,1.5790428,0.0,0.0,0.0,1.634141,0.0,0.0,3.004653,0.0
mouse1_lib1.final_cell_0135,0.0,0.0,0.0,8.228376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.199571,0.0,0.0,0.0,0.0,0.0,3.2045972,3.1178823,1.0875959,2.7380042,8.66801,2.5161812,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0136,0.0,0.0,0.0,0.0,1.5793347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2089957,0.0,1.8169885,1.6713377,0.0,3.3923264,0.398488,3.494737,0.0,0.0,0.0,4.0062037,0.0,0.0,0.0,1.2046694,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0137,0.03603619,0.0,0.0,0.0,2.7091205,0.0,2.0954418,0.0,0.0,2.9331772,0.0,0.0,3.4780993,0.0,0.0,2.2383738,0.0,0.0,0.0,0.0,3.7128925,1.0676306,0.0,1.5516523,0.0,0.0,0.0,2.1780922,0.0,0.0,3.5217302,0.0
mouse1_lib1.final_cell_0138,0.0,0.0,0.0,0.0,1.676815,0.0,1.4096597,0.0,0.0,3.2081869,0.0,0.0,2.6576028,0.0,0.0,1.4996754,0.0,0.0,0.0,0.0,2.4000835,0.7912268,0.0,0.90555155,0.0,0.0,0.0,2.2670236,0.100697875,0.0,1.4132882,0.0
mouse1_lib1.final_cell_0139,0.0,0.0,0.0,4.7064333,0.0,0.0,0.0,0.0,0.0,0.195449,0.0,0.0,0.0,0.0,0.0,0.0,2.7905436,0.0,0.0,1.5994678,0.0,0.0,2.7604954,4.2259865,0.0,0.6219353,5.4500957,2.4752529,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0140,0.0,0.0,0.0,8.014809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9030988,0.0,0.0,0.0,0.0,0.0,3.2485585,3.1279604,1.0853165,3.1029205,8.904579,2.792606,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0142,0.65052193,0.0,0.0,0.0,2.0747433,0.0,1.5593674,0.0,0.0,2.9108732,0.0,0.0,2.5518706,0.0,0.6419885,1.5358613,0.0,0.0,0.0,0.0,2.9350648,0.03420707,0.0,1.6509446,0.0,0.0,0.0,2.1261072,0.12800819,0.0,1.6689461,0.0
mouse1_lib1.final_cell_0143,0.21099108,0.0,0.0,0.0,2.1651387,0.0,1.7434855,0.0,0.0,3.13334,0.0,0.0,2.9199162,0.0,0.23918957,1.9389908,0.0,0.0,0.0,0.0,2.9829123,0.26107082,0.0,1.285,0.0,0.0,0.0,1.812053,0.0,0.0,2.2359645,0.0
mouse1_lib1.final_cell_0144,0.42780235,0.0,0.0,0.0,1.8162868,0.0,1.5767974,0.0,0.0,2.3732164,0.0,0.0,2.9878104,0.0,0.39325956,1.6324137,0.0,0.0,0.0,0.0,2.988025,1.111194,0.0,1.0450702,0.0,0.0,0.0,1.4174848,0.0,0.0,2.656034,0.0
mouse1_lib1.final_cell_0145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.127645,0.0,0.0,0.0,0.0,0.0,0.0,24.842709,0.0,0.0,0.0,0.0,0.0,0.0,13.177726
mouse1_lib1.final_cell_0146,0.0,0.0,0.0,0.0,1.5764993,0.0,0.0,0.0,0.0,0.13393229,0.0,0.0,1.5807452,0.0,1.8268607,1.9911582,0.0,3.6531987,0.34642065,3.745531,0.0,0.0,0.0,4.106942,0.0,0.0,0.0,1.4580326,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0147,0.0,0.0,0.0,0.0,2.0364923,0.0,1.8602282,0.0,0.0,3.6835303,0.0,0.0,3.248676,0.0,0.0,2.1114526,0.0,0.0,0.0,0.0,2.5550034,0.94006723,0.0,1.3639332,0.0,0.0,0.0,2.1751683,0.0,0.0,1.9261588,0.0
mouse1_lib1.final_cell_0148,0.0,0.0,0.0,0.0,2.0966842,0.0,1.7396822,0.0,0.0,3.2958338,0.0,0.0,3.456129,0.0,0.55137783,1.8649032,0.0,0.0,0.0,0.0,2.8068807,0.55087495,0.0,1.4501232,0.0,0.0,0.0,2.5128229,0.0,0.0,2.0079162,0.0
mouse1_lib1.final_cell_0149,0.0,0.0,0.0,0.0,1.5300851,0.0,1.4626848,0.0,0.0,3.176237,0.0,0.0,2.9583404,0.0,0.68150043,1.7509567,0.0,0.0,0.0,0.100351155,2.4447737,0.86772454,0.0,1.6985185,0.0,0.0,0.0,2.4658515,0.0,0.0,1.4355628,0.0
mouse1_lib1.final_cell_0150,0.0,0.0,0.0,0.0,2.3838136,0.0,2.0891352,0.0,0.0,3.8318954,0.0,0.0,3.666198,0.0,0.016045878,2.2664342,0.0,0.0,0.0,0.0,3.4830358,0.7728768,0.0,1.5148463,0.0,0.0,0.0,2.4997344,0.0,0.0,2.5953321,0.0
mouse1_lib1.final_cell_0151,0.0,0.0,0.0,7.9233775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7895143,0.0,0.0,0.0,0.0,0.0,3.4787436,3.006946,0.6946726,2.6283407,8.757639,3.1235437,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0152,0.05348903,0.0,0.0,0.0,2.5888386,0.0,2.0672128,0.0,0.0,3.0435736,0.0,0.0,3.469028,0.0,0.0,2.0992157,0.0,0.0,0.0,0.0,3.745287,1.1801953,0.0,1.7078943,0.0,0.0,0.0,2.0874052,0.0,0.0,3.2519555,0.0
mouse1_lib1.final_cell_0153,0.0,0.0,0.0,9.199631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.457192,0.0,0.0,0.0,0.0,0.0,3.888808,3.5229378,1.3697445,2.8902266,10.192765,3.3620145,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0154,0.71018213,0.0,0.0,0.0,2.098192,0.0,1.7135788,0.0,0.0,2.9413426,0.0,0.0,3.4389613,0.0,0.18062326,1.9821107,0.0,0.0,0.0,0.0,3.1991475,1.4286332,0.0,1.4670593,0.0,0.0,0.0,2.1180847,0.0,0.0,3.067716,0.0
mouse1_lib1.final_cell_0155,0.0,0.0,0.0,8.304333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.801779,0.0,0.0,0.0,0.0,0.0,3.7047405,3.4528399,0.7956415,2.9501014,9.368314,3.164988,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0156,0.0,0.0,0.0,0.0,1.6603798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5427358,0.0,1.8088441,2.018197,0.0,3.6455104,0.6914901,3.9804626,0.0,0.0,0.0,4.148866,0.0,0.0,0.0,1.6355994,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.420543,0.0,0.0,0.0,0.0,0.0,0.0,25.64858,0.0,0.0,0.0,0.0,0.0,0.0,14.028534
mouse1_lib1.final_cell_0158,0.0,0.0,0.0,0.0,2.2927892,0.0,1.771837,0.0,0.0,3.2120144,0.0,0.0,3.4905434,0.0,0.8434227,1.9886298,0.0,0.0,0.0,0.0,3.073506,0.43132675,0.0,1.87646,0.0,0.0,0.0,2.6252155,0.0,0.0,2.0734863,0.0
mouse1_lib1.final_cell_0159,0.0,0.0,0.0,7.5108523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.254843,0.0,0.0,0.0,0.0,0.0,3.8501236,3.058566,0.0,1.882873,8.510115,4.109914,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38276,0.0,0.0,0.0,0.0,0.0,4.43516,0.0,0.0,0.0,0.0,0.0,3.0091586,0.0,0.0,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0161,0.0,0.0,0.0,0.0,1.7913307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5322707,0.0,2.0643096,1.9808499,0.0,3.9157648,0.8450915,3.928577,0.0,0.0,0.0,4.120696,0.0,0.0,0.0,1.5569508,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.817118,0.0,0.0,5.557458,1.3852409,10.931103,14.82331,5.970909,0.0,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0163,0.0,0.0,0.0,0.0,2.613287,0.0,1.9494429,0.0,0.0,3.7232084,0.0,0.0,3.1887875,0.0,0.0,1.8541471,0.0,0.0,0.0,0.0,3.2360063,0.75035274,0.0,1.331065,0.0,0.0,0.0,2.4614005,0.0,0.0,1.9336039,0.0
mouse1_lib1.final_cell_0164,0.213554,0.0,0.0,0.0,2.7648876,0.0,2.1122236,0.0,0.0,3.673641,0.0,0.0,3.4372933,0.0,0.16033763,2.114678,0.0,0.0,0.0,0.0,3.4677029,0.43100017,0.0,1.6569995,0.0,0.0,0.0,2.2492745,0.0,0.0,2.6354825,0.0
mouse1_lib1.final_cell_0165,0.0,0.0,0.0,8.717986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8650668,0.0,0.0,0.0,0.0,0.0,4.0196023,3.687875,0.80788505,2.3311524,9.156113,3.3840547,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0166,0.0,0.0,0.0,0.0,1.9646322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1774607,0.0,1.9602767,2.055682,0.0,3.8101413,1.0235718,3.68932,0.0,0.0,0.0,4.0886135,0.0,0.0,0.0,1.0086657,0.0,0.0,0.0,0.0
mouse1_lib1.final_cell_0167,4.850773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2108374,8.192513,1.5488211,1.6593205,0.0,0.0,2.432309,14.061668,0.0,3.9459338,0.0,1.3489206,0.0,0.0,0.0,8.630627,0.0,0.0,6.2400455,0.0
mouse1_lib1.final_cell_0168,0.22947183,0.0,0.0,0.0,2.6771889,0.0,2.046105,0.0,0.0,3.5772634,0.0,0.0,3.696454,0.0,0.23171875,2.4182491,0.0,0.0,0.0,0.0,3.1355982,0.6840093,0.0,1.5806893,0.0,0.0,0.0,2.231893,0.0,0.0,2.7728467,0.0
mouse1_lib1.final_cell_0169,0.0,0.0,0.0,0.0,1.6604201,0.0,1.3277687,0.0,0.0,2.864914,0.0,0.0,2.627602,0.0,0.0,1.3463469,0.0,0.0,0.0,0.0,2.017907,0.77204436,0.0,1.086062,0.0,0.0,0.0,2.1054683,0.0,0.0,1.7451469,0.0
mouse1_lib1.final_cell_0170,0.17158514,0.0,0.0,0.0,2.3936698,0.0,1.735464,0.0,0.0,3.7871115,0.0,0.0,3.6659434,0.0,0.42217517,1.914846,0.0,0.0,0.0,0.0,3.592887,0.0,0.0,1.7261659,0.0,0.0,0.0,2.6853318,0.0,0.0,2.2599797,0.0
